seed,dataset,noise_type,noise_level,frame_mode,estimator_label,permuted,k,g_hat,trace_cov_B,fve,num_graphs,n
42,sbm_d0.00,gaussian,0.01,per_graph,bin_1d,True,32,0.0154052791185677,1.0889233350753784,0.01414725777504,200,50
42,sbm_d0.00,gaussian,0.01,per_graph,invariants_knn,False,4,225.83209228515625,341.2707824707031,0.6617387244527536,200,50
42,sbm_d0.00,gaussian,0.01,per_graph,invariants_knn,True,4,41.96506881713867,341.2707824707031,0.1229670718170584,200,50
42,sbm_d0.00,gaussian,0.01,per_graph,invariants_knn,False,8,216.9776611328125,353.17828369140625,0.6143573123040581,200,50
42,sbm_d0.00,gaussian,0.01,per_graph,invariants_knn,True,8,39.40364074707031,353.17828369140625,0.1115686965099465,200,50
42,sbm_d0.00,gaussian,0.01,per_graph,invariants_knn,False,16,198.53204345703125,341.9790954589844,0.5805385361072235,200,50
42,sbm_d0.00,gaussian,0.01,per_graph,invariants_knn,True,16,32.70856857299805,341.9790954589844,0.0956449356329763,200,50
42,sbm_d0.00,gaussian,0.01,per_graph,invariants_knn,False,32,196.22686767578125,355.3786315917969,0.5521628208112856,200,50
42,sbm_d0.00,gaussian,0.01,per_graph,invariants_knn,True,32,37.05278015136719,355.3786315917969,0.104262825216592,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_top_k,False,4,0.3626442849636078,0.6450455188751221,0.5621995260055657,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_top_k,True,4,0.061377003788948,0.6450455188751221,0.095151430392047,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_top_k,False,8,0.3657489418983459,0.7848861217498779,0.4659898191127659,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_top_k,True,8,0.0676739364862442,0.7848861217498779,0.0862213442319089,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_top_k,False,16,0.3899957239627838,0.9337400197982788,0.4176705674959041,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_top_k,True,16,0.0921263471245765,0.9337400197982788,0.0986638091665806,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_top_k,False,32,0.4075776040554046,1.1242271661758425,0.3625402554910817,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_top_k,True,32,0.1036135926842689,1.1242271661758425,0.0921642847652576,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_1d,False,4,0.1768484115600586,0.6450455188751221,0.2741642355231921,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_1d,True,4,0.0652820765972137,0.6450455188751221,0.101205379600276,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_1d,False,8,0.2038420289754867,0.7848861217498779,0.259709049920551,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_1d,True,8,0.0791028514504432,0.7848861217498779,0.1007825839423508,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_1d,False,16,0.2339286208152771,0.9337400197982788,0.2505286437929628,200,50
42,sbm_d0.00,gaussian,0.05,per_graph,knn_1d,True,16,0.0932289958000183,0.9337400197982788,0.0998447039039401,200,50
