model_type,stage,arch,k,lr,wd,asymmetric,n_runs,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,test_subspace_mean,test_subspace_std
spectral,stage1,self_attention,8.0,0.0005,0.01,no,3.0,0.3070099850495656,0.0054934072957195,0.3014160096645355,0.31239697337150574,1.6431420644124348,0.06863652391683354
spectral,stage1,self_attention,8.0,0.0005,0.001,no,3.0,0.3070533374945323,0.005610406990004903,0.3013260066509247,0.3125390112400055,1.6426145633061726,0.06798232547404236
spectral,stage1,self_attention,8.0,0.001,0.01,no,3.0,0.3075089951356252,0.00949096502136961,0.2968760132789612,0.3151240050792694,1.6465462843577068,0.07713357304833546
spectral,stage1,self_attention,8.0,0.001,0.001,no,3.0,0.3076896568139394,0.009680352976652698,0.29684698581695557,0.31546398997306824,1.644431432088216,0.07749126901231833
spectral,stage1,self_attention,16.0,0.001,0.01,no,3.0,0.3083343207836151,0.008959550361667222,0.29838699102401733,0.3157700002193451,1.6495056947072346,0.07819485430875725
spectral,stage1,self_attention,16.0,0.001,0.001,no,3.0,0.3085326651732127,0.009174505588278564,0.29833000898361206,0.316103994846344,1.6456082264582317,0.081653788883653
spectral,stage1,self_attention,16.0,0.0005,0.01,no,3.0,0.30904531478881836,0.0032669535341269423,0.3070969879627228,0.3128169775009155,1.648860216140747,0.06268765493220532
spectral,stage1,self_attention,16.0,0.0005,0.001,no,3.0,0.3091086546579997,0.0033503062545496474,0.3071349859237671,0.31297698616981506,1.6479668219884236,0.0661059868492383
spectral,stage1d,linear_pe,8.0,0.001,0.001,no,3.0,0.3197786708672841,0.029561811478197402,0.3025220036506653,0.35391300916671753,2.2114519278208413,0.04192545609529393
spectral,stage1,linear_pe,8.0,0.001,0.001,no,3.0,0.3197803199291229,0.029567258547102522,0.3025229871273041,0.35392096638679504,2.2083492279052734,0.04353502813870451
spectral,stage1d,linear_pe,8.0,0.001,0.01,no,3.0,0.3209180037180583,0.029354393888399548,0.3038020133972168,0.35481297969818115,2.220848242441813,0.04796765151706001
spectral,stage1,linear_pe,8.0,0.001,0.01,no,3.0,0.32092000047365826,0.02934574210984818,0.3038100004196167,0.35480499267578125,2.217956304550171,0.04604899840544192
spectral,stage1,linear_pe,16.0,0.001,0.001,no,3.0,0.32785865664482117,0.031186317373623262,0.30553799867630005,0.3634919822216034,2.3167784214019775,0.076652211205525
spectral,stage1d,linear_pe,16.0,0.001,0.001,no,3.0,0.32785998781522113,0.03118703194528394,0.30553799867630005,0.36349397897720337,2.3154420852661133,0.07540705939248879
spectral,stage1,linear_pe,16.0,0.001,0.01,no,3.0,0.3288986583550771,0.031131761113095586,0.30684301257133484,0.3645099699497223,2.327311118443807,0.07191937103466876
spectral,stage1d,linear_pe,16.0,0.001,0.01,no,3.0,0.3289009928703308,0.03112982543113295,0.306846022605896,0.3645099699497223,2.3262078762054443,0.07353127938600486
spectral,stage1d,asymmetric,8.0,0.001,0.001,yes,6.0,0.33054132759571075,0.024951068706166934,0.3025220036506653,0.35391300916671753,1.933249334494273,0.3065728693465812
spectral,stage1d,asymmetric,8.0,0.001,0.01,yes,6.0,0.3313131630420685,0.024647118298012083,0.3038020133972168,0.35481297969818115,1.938606321811676,0.31213101397783266
spectral,stage1d,asymmetric,16.0,0.001,0.001,yes,6.0,0.33480799198150635,0.023371121296343344,0.30553799867630005,0.36349397897720337,1.9853094816207886,0.36972113507898274
spectral,stage1d,asymmetric,16.0,0.001,0.01,yes,6.0,0.3355098267396291,0.023203181771670897,0.306846022605896,0.3645099699497223,1.9879079659779866,0.37560886998780346
spectral,stage1,filter_bank,8.0,0.001,0.001,no,3.0,0.34130098422368366,0.018296505937505623,0.3201740086078644,0.3518819510936737,1.6606844266255696,0.06251220252310268
spectral,stage1d,filter_bank,8.0,0.001,0.001,no,3.0,0.3413039843241374,0.018302582782638445,0.32016998529434204,0.3518809974193573,1.6594383319218953,0.060314037699894685
spectral,stage1d,filter_bank,8.0,0.001,0.01,no,3.0,0.3417083223660787,0.018243975671999972,0.32064199447631836,0.3522459864616394,1.6602171262105305,0.061923376549960364
spectral,stage1d,filter_bank,16.0,0.001,0.001,no,3.0,0.34175599614779156,0.015750175534916217,0.32419300079345703,0.35462698340415955,1.6509913603464763,0.07228953232858422
spectral,stage1d,filter_bank,16.0,0.001,0.01,no,3.0,0.3421186606089274,0.015680338775493234,0.3246369957923889,0.3549419641494751,1.6494294007619221,0.07228906979696219
spectral,stage1,filter_bank,16.0,0.001,0.01,no,3.0,0.3421226541201274,0.015692669902019576,0.32463201880455017,0.35496896505355835,1.6517364581425984,0.07099378453404825
spectral,stage1,filter_bank,16.0,0.001,0.001,no,4.0,0.3429354801774025,0.013073276150912694,0.32419300079345703,0.35462096333503723,1.6412228345870972,0.0625690878687142
spectral,stage1,linear_pe,8.0,0.0005,0.001,no,3.0,0.3446553349494934,0.029929032503359015,0.3226199746131897,0.3787290155887604,2.4633800188700357,0.048801567791275736
spectral,stage1d,linear_pe,8.0,0.0005,0.001,no,3.0,0.3446570038795471,0.029927353648731943,0.32262399792671204,0.3787290155887604,2.4637551307678223,0.04925420150200885
spectral,stage1,linear_pe,8.0,0.0005,0.01,no,3.0,0.34482131401697796,0.029933908374809564,0.3228919804096222,0.3789239823818207,2.4650772412618003,0.04782228762901159
spectral,stage1d,linear_pe,8.0,0.0005,0.01,no,3.0,0.3448236385981242,0.029930080669626085,0.32290196418762207,0.3789229691028595,2.4654435316721597,0.04912892649084256
spectral,stage1,filter_bank,8.0,0.001,0.01,no,5.0,0.34590719938278197,0.014125911358792025,0.3206380009651184,0.35222500562667847,1.6668439388275147,0.05684776131844919
spectral,stage1,linear_pe,16.0,0.0005,0.001,no,3.0,0.34666165709495544,0.03287044603796935,0.32395800948143005,0.38435497879981995,2.501253286997477,0.023333048959995113
spectral,stage1d,linear_pe,16.0,0.0005,0.001,no,3.0,0.346662312746048,0.0328683735981366,0.32395800948143005,0.3843529522418976,2.5022150675455728,0.021265306017753817
spectral,stage1,linear_pe,16.0,0.0005,0.01,no,3.0,0.3467119832833608,0.03287020359816769,0.32397401332855225,0.384399950504303,2.502786159515381,0.020720547716835694
spectral,stage1d,linear_pe,16.0,0.0005,0.01,no,3.0,0.34671231110890705,0.03286997995031855,0.32397401332855225,0.384399950504303,2.504073143005371,0.021478987434333387
spectral,stage1,self_attention,8.0,0.0001,0.001,no,3.0,0.34702499707539874,0.006638636919782134,0.3423460125923157,0.3546229898929596,1.8355854749679565,0.040903002966345615
spectral,stage1,self_attention,8.0,0.0001,0.01,no,3.0,0.34706297516822815,0.006621097365082056,0.3424149751663208,0.35464397072792053,1.834201693534851,0.04014797618698921
spectral,stage1,linear_pe,8.0,0.0001,0.01,no,3.0,0.3479323387145996,0.03290828857851723,0.32440003752708435,0.3855369985103607,2.5332663853963218,0.0026598526385166314
spectral,stage1,linear_pe,8.0,0.0001,0.001,no,3.0,0.3479323387145996,0.03290828857851723,0.32440003752708435,0.3855369985103607,2.532970428466797,0.002951811495893697
spectral,stage1d,linear_pe,8.0,0.0001,0.001,no,3.0,0.3479323387145996,0.03290828857851723,0.32440003752708435,0.3855369985103607,2.535245656967163,0.001989718348714291
spectral,stage1d,linear_pe,8.0,0.0001,0.01,no,3.0,0.3479323387145996,0.03290828857851723,0.32440003752708435,0.3855369985103607,2.5339648723602295,0.0025330044616823466
spectral,stage1d,linear_pe,16.0,0.0001,0.001,no,3.0,0.3479333420594533,0.032910008379104315,0.32440003752708435,0.3855400085449219,2.5347052415211997,0.0019751329032677415
spectral,stage1d,linear_pe,16.0,0.0001,0.01,no,3.0,0.3479333420594533,0.032910008379104315,0.32440003752708435,0.3855400085449219,2.5360701084136963,0.0028387353851042196
spectral,stage1,linear_pe,16.0,0.0001,0.01,no,3.0,0.3479333420594533,0.032910008379104315,0.32440003752708435,0.3855400085449219,2.5336450735727944,0.002431753617841423
spectral,stage1,linear_pe,16.0,0.0001,0.001,no,3.0,0.3479333420594533,0.032910008379104315,0.32440003752708435,0.3855400085449219,2.534729798634847,0.0019974053782236085
spectral,stage1,self_attention,16.0,0.0001,0.001,no,3.0,0.35510865847269696,0.011126684499141169,0.3441390097141266,0.3663859963417053,1.8340212504069011,0.060740195198135456
spectral,stage1,self_attention,16.0,0.0001,0.01,no,3.0,0.35518766442934674,0.011144652117955725,0.34421202540397644,0.36649397015571594,1.8363620042800903,0.05855227829738693
spectral,stage1d,asymmetric,8.0,0.0005,0.001,yes,6.0,0.3586216668287913,0.029342550187288666,0.32262399792671204,0.396164983510971,2.063542425632477,0.44175780907760676
spectral,stage1d,asymmetric,8.0,0.0005,0.01,yes,6.0,0.3587428132692973,0.02926153387644106,0.32290196418762207,0.3960839807987213,2.063244422276815,0.4423468228877003
spectral,stage1d,asymmetric,16.0,0.0005,0.001,yes,6.0,0.3607921650012334,0.027734171698474714,0.32395800948143005,0.385405033826828,2.0699795484542847,0.4757403834309798
spectral,stage1d,asymmetric,16.0,0.0005,0.01,yes,6.0,0.36087632675965625,0.027737108777202302,0.32397401332855225,0.3854399919509888,2.0719635685284934,0.4752907113509444
spectral,stage1,filter_bank,8.0,0.0005,0.001,no,3.0,0.372571994860967,0.02590155995178014,0.34483200311660767,0.3961249887943268,1.6653300523757935,0.055613186340301
spectral,stage1d,filter_bank,8.0,0.0005,0.001,no,3.0,0.37258632977803546,0.02591874222371983,0.34483402967453003,0.396164983510971,1.665478507677714,0.05696922491275024
spectral,stage1,filter_bank,8.0,0.0005,0.01,no,3.0,0.37262965242067975,0.025740897704084897,0.3450619876384735,0.3960369825363159,1.6640621026357014,0.059047331013783934
spectral,stage1d,filter_bank,8.0,0.0005,0.01,no,3.0,0.3726619879404704,0.025759530518529715,0.34507298469543457,0.3960839807987213,1.6615105072657268,0.06051797003454472
spectral,stage1,filter_bank,16.0,0.0005,0.001,no,3.0,0.3749133149782817,0.015612962323503704,0.3569699823856354,0.3853989839553833,1.6409257253011067,0.06846518023480017
spectral,stage1d,filter_bank,16.0,0.0005,0.001,no,3.0,0.3749220172564189,0.015610014165733455,0.3569819927215576,0.385405033826828,1.6400991678237915,0.07277947822750229
spectral,stage1d,filter_bank,16.0,0.0005,0.01,no,3.0,0.37504034241040546,0.015526571041203314,0.3571929931640625,0.3854399919509888,1.6394013166427612,0.06838547215713331
spectral,stage1,filter_bank,16.0,0.0005,0.01,no,3.0,0.37528133392333984,0.015676279322451817,0.35721302032470703,0.38526299595832825,1.6388781865437825,0.06570461131480593
spectral,stage1d,asymmetric,16.0,0.0001,0.01,yes,6.0,0.3947756588459015,0.05663729807289421,0.32440003752708435,0.4629669785499573,2.245688736438751,0.3197592199234115
spectral,stage1d,asymmetric,16.0,0.0001,0.001,yes,6.0,0.3948073387145996,0.056671200904569105,0.32440003752708435,0.463051974773407,2.244329830010732,0.3183147096802707
spectral,stage1d,asymmetric,8.0,0.0001,0.01,yes,6.0,0.39497849841912586,0.06367533820958379,0.32440003752708435,0.4981019794940949,2.230427304903666,0.3356139409400427
spectral,stage1d,asymmetric,8.0,0.0001,0.001,yes,6.0,0.39502449333667755,0.06374983470275788,0.32440003752708435,0.4983129799365998,2.2311900854110718,0.33613575302142734
spectral,stage1,filter_bank,16.0,0.0001,0.001,no,3.0,0.439490665992101,0.01999031231126211,0.42477598786354065,0.4622499942779541,1.9556602636973066,0.05330205715635097
spectral,stage1,filter_bank,8.0,0.0001,0.01,no,3.0,0.4409453173478444,0.04901419196618319,0.4047119915485382,0.4967150092124939,1.9293867746988933,0.0691727233961226
spectral,stage1d,filter_bank,16.0,0.0001,0.01,no,3.0,0.44161797563234967,0.018809100329788723,0.42748698592185974,0.4629669785499573,1.9532060225804646,0.05354519401090974
spectral,stage1,filter_bank,16.0,0.0001,0.01,no,3.0,0.441621333360672,0.018799850839020756,0.4274979829788208,0.46296000480651855,1.9550126393636067,0.05430618394436699
spectral,stage1d,filter_bank,16.0,0.0001,0.001,no,3.0,0.4416813353697459,0.018827617776085697,0.4275389909744262,0.463051974773407,1.9553604125976562,0.054057950378435374
spectral,stage1,filter_bank,8.0,0.0001,0.001,no,3.0,0.441878338654836,0.04786348559836995,0.40678298473358154,0.49640101194381714,1.9325774908065796,0.06555816642165424
spectral,stage1d,filter_bank,8.0,0.0001,0.01,no,3.0,0.44202465812365216,0.04912629493727226,0.4065769910812378,0.4981019794940949,1.9258933464686077,0.07053277116877085
spectral,stage1d,filter_bank,8.0,0.0001,0.001,no,3.0,0.4421166479587555,0.04923550572052978,0.4065609872341156,0.4983129799365998,1.9254530668258667,0.07196377486045505
