model_type,stage,arch,k,lr,wd,asymmetric,n_runs,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,test_subspace_mean,test_subspace_std
digress,stage2c,digress_default,32.0,0.0005,0.001,no,12.0,0.0755794309079647,0.029074136239214166,0.037356797605752945,0.11017399281263351,2.315847178300222,0.5895384943288811
digress,stage2c,gnn_all,32.0,0.0005,0.001,no,12.0,0.07560236410548289,0.02929785918664508,0.037356797605752945,0.11017399281263351,2.324647396802902,0.5912689819691428
digress,stage1,spectral_linear,,0.0002,1e-12,no,9.0,0.08837244536779407,0.08502370309133908,0.0007199999527074397,0.24716000258922577,1.1567011185818248,0.8007214943467769
spectral,other,other,16.0,0.01,1e-12,no,75.0,0.09458188086748123,0.0483641291301258,0.00559999980032444,0.2022500038146973,2.1790840911865232,0.575267079371664
spectral,stage1,spectral_linear,16.0,0.01,0.0,no,28.0,0.09751524949180228,0.056473590816183555,0.03920000419020653,0.2469720095396042,2.2055041193962097,0.5547202399099109
spectral,other,other,8.0,0.01,1e-12,no,115.0,0.10298368067521116,0.05031599942744846,0.0272000003606081,0.22757497429847717,2.053158580220264,0.6457984304315975
digress,stage1c,digress_default,16.0,0.0005,0.01,no,3.0,0.1037193313241005,0.0027671067797903925,0.10089199990034103,0.10642199963331224,1.3216511805852253,0.07984238227349424
digress,stage1c,gnn_v,16.0,0.0005,0.001,no,3.0,0.1046360010902087,0.0045479485821824355,0.10072799772024156,0.10962800681591034,1.329196532567342,0.07404843869716071
digress,stage1c,gnn_all,16.0,0.0005,0.01,no,3.0,0.10469933102528255,0.004299293032578451,0.10089199990034103,0.10936199873685835,1.3268929322560628,0.07259402950709548
digress,stage1f,gnn_qk,16.0,0.0005,0.01,no,3.0,0.10469933102528255,0.004299293032578451,0.10089199990034103,0.10936199873685835,1.326010266939799,0.07850656409603148
digress,stage1c,gnn_all,16.0,0.001,0.001,no,3.0,0.10478732734918594,0.0014990858841372444,0.10354399681091309,0.10645199567079544,1.3241434494654338,0.07734414964649959
digress,stage1c,gnn_all,16.0,0.001,0.01,no,3.0,0.10495466242233913,0.0016749234153825843,0.10363199561834335,0.10683799535036088,1.3245336612065632,0.08012010785903363
digress,stage1c,digress_default,32.0,0.001,0.01,no,3.0,0.10510132710138957,0.0013285769164765912,0.10395199805498125,0.1065559908747673,1.3341811895370483,0.08216894580109566
digress,stage1f,digress_default,16.0,0.0005,0.01,no,9.0,0.10528200036949581,0.0034892871404742566,0.10089199990034103,0.10936199873685835,1.3258134126663208,0.06692841449162834
digress,stage1c,gnn_v,32.0,0.001,0.001,no,3.0,0.10531333088874817,0.001150780710382272,0.1042880043387413,0.10655799508094788,1.321171800295512,0.09595002987975985
digress,stage1c,gnn_all,32.0,0.001,0.001,no,3.0,0.10531333088874817,0.001150780710382272,0.1042880043387413,0.10655799508094788,1.326206644376119,0.08355564344683356
digress,stage1f,digress_default,16.0,0.0005,0.001,no,9.0,0.10534933457771938,0.002317370178881233,0.10302399843931198,0.10962800681591034,1.3297213183508978,0.07203875609954122
digress,stage1c,gnn_all,16.0,0.0005,0.001,no,3.0,0.10540133466323216,0.0036699133767149994,0.10302399843931198,0.10962800681591034,1.327673037846883,0.08570710239177673
digress,stage1c,digress_default,16.0,0.001,0.001,no,3.0,0.10541799167792003,0.003637921295496464,0.10242199897766112,0.10946598649024963,1.3341556787490845,0.07972127261899295
digress,stage1f,gnn_qk,16.0,0.001,0.001,no,3.0,0.10541799167792003,0.003637921295496464,0.10242199897766112,0.10946598649024963,1.3317851622899373,0.08018662885040549
digress,stage1f,digress_default,16.0,0.001,0.001,no,9.0,0.10561910685565737,0.002855073351519959,0.10242199897766112,0.10946598649024963,1.3326780531141493,0.06923051295687405
digress,stage1c,gnn_qk,16.0,0.0005,0.001,no,3.0,0.10567466914653778,0.004532391690954106,0.10072799772024156,0.10962800681591034,1.3300648132960002,0.07361889283167956
digress,stage1f,gnn_qk,16.0,0.0005,0.001,no,3.0,0.10567466914653778,0.004532391690954106,0.10072799772024156,0.10962800681591034,1.3335286378860474,0.06749867976116038
digress,stage1f,gnn_qk,32.0,0.001,0.01,no,3.0,0.10568266113599141,0.0014988195342182829,0.10395199805498125,0.1065559908747673,1.3330694039662678,0.07992666574918107
digress,stage1c,gnn_qk,16.0,0.0001,0.001,no,3.0,0.10573333005110423,0.0020036059185708248,0.10396599769592284,0.10790999233722688,1.3452816009521484,0.07828315165749854
digress,stage1c,digress_default,16.0,0.0001,0.01,no,3.0,0.1057773306965828,0.0019357882673025925,0.1040399968624115,0.10786399990320206,1.349604328473409,0.07477939747259425
digress,stage1c,gnn_qk,16.0,0.001,0.001,no,3.0,0.10579199095567067,0.003208208287092892,0.10354399681091309,0.10946598649024963,1.3280826807022095,0.07730551661557183
digress,stage1c,digress_default,32.0,0.001,0.001,no,3.0,0.10579266647497813,0.0013031404545016491,0.1042880043387413,0.10655799508094788,1.3288919925689697,0.08349088791601557
digress,stage1f,gnn_qk,16.0,0.001,0.01,no,3.0,0.10580266018708546,0.0018682214740133485,0.10364599525928496,0.10692398995161057,1.3262907266616821,0.08460455675333602
digress,stage1c,gnn_qk,32.0,0.001,0.001,no,3.0,0.10584066559871037,0.001220007950645647,0.10443200170993804,0.10655799508094788,1.320449709892273,0.08187845186355433
digress,stage1c,gnn_v,32.0,0.0005,0.01,no,3.0,0.10586532950401306,0.0020175924605822246,0.1035579964518547,0.10729799419641496,1.3366094032923381,0.0812251348991473
digress,stage1c,gnn_all,32.0,0.0005,0.01,no,3.0,0.10586532950401306,0.0020175924605822246,0.1035579964518547,0.10729799419641496,1.3342575232187908,0.08544115337067743
digress,stage1f,digress_default,16.0,0.001,0.01,no,9.0,0.1058748828040229,0.0021936678422850645,0.10363199561834335,0.11003199219703674,1.3337235980563693,0.06758861937720702
digress,stage1c,gnn_qk,32.0,0.001,0.01,no,3.0,0.1058926632006963,0.0011350921269805672,0.10458200424909592,0.1065559908747673,1.327633539835612,0.0816127522001185
digress,stage1c,gnn_qk,16.0,0.0001,0.01,no,3.0,0.10593333095312119,0.0017341311612665972,0.10450799763202669,0.10786399990320206,1.3509536584218342,0.07819473821761187
digress,stage1f,gnn_qk,32.0,0.0005,0.01,no,3.0,0.10595799485842387,0.001258716559252125,0.1045059934258461,0.10673999786376952,1.3375797669092815,0.07728915691742543
digress,stage1c,gnn_qk,16.0,0.001,0.01,no,3.0,0.10605199386676152,0.0014365116500037864,0.10439399629831314,0.10692398995161057,1.3313979307810466,0.07893551722339442
digress,stage1c,gnn_v,32.0,0.001,0.01,no,3.0,0.10616666326920192,0.0031335375957053453,0.10395199805498125,0.10975199937820436,1.3396164178848267,0.0746631533289099
digress,stage1f,gnn_qk,32.0,0.0001,0.01,no,3.0,0.10622266431649525,0.001537611090566928,0.10511399805545808,0.107977993786335,1.3475433985392253,0.08092598369144534
digress,stage1f,digress_default,32.0,0.001,0.01,no,9.0,0.10624777525663376,0.0016221180520304495,0.10458200424909592,0.10975199937820436,1.3295467297236125,0.06864212182983755
digress,stage1c,gnn_qk,32.0,0.0001,0.01,no,3.0,0.10633932799100876,0.0014202309196824946,0.10546398907899857,0.107977993786335,1.3484741846720378,0.07655820087718913
digress,stage1c,gnn_all,32.0,0.0001,0.01,no,3.0,0.10633932799100876,0.0014202309196824946,0.10546398907899857,0.107977993786335,1.346469481786092,0.07688674920385784
digress,stage1c,digress_default,16.0,0.0005,0.001,no,3.0,0.10644000271956126,0.003307902616831277,0.10302399843931198,0.10962800681591034,1.332038164138794,0.08258533635515569
digress,stage1f,digress_default,32.0,0.001,0.001,no,9.0,0.10648866328928205,0.002680989035768065,0.1042880043387413,0.11003599315881728,1.3365419440799289,0.06875961350165918
digress,stage1f,digress_default,32.0,0.0005,0.01,no,9.0,0.10655066205395593,0.002417944500663305,0.1035579964518547,0.1100199967622757,1.3399714363945856,0.06743669568031584
digress,stage1c,gnn_v,32.0,0.0001,0.001,no,3.0,0.1065506637096405,0.001350109336369521,0.1055239960551262,0.10807999968528748,1.3441184759140015,0.07841891034769922
digress,stage1c,digress_default,32.0,0.0005,0.001,no,3.0,0.10659532745679219,0.0034405195929043766,0.10331199318170547,0.11017399281263351,1.33638862768809,0.07503015407258236
